Transaction ID,Date,Customer Name,City,State,Product Type,Product Name,Quantity Sold,Unit Price (INR),Total Sale Amount (INR),Payment Mode,Discount (%),Final Price (INR),Seller Name
0b419bd7-4f6e-4df2-8f43-754254c6b4ca,2025-02-23,Emir Mand,Pune,Maharashtra,Supplement,Fat Burner,3,1534,4602,Credit Card,14,3957.72,Kavya Iyengar
7ffbbe49-b006-4385-b8c7-5000df8b1a1b,2025-03-07,Yuvaan Koshy,Mumbai,Maharashtra,Equipment,Kettlebell,4,9407,37628,Cash,2,36875.44,Nitya Chahal
7edfeb3a-1145-461b-9868-afe29b97c20e,2025-02-26,Chirag De,Chennai,Delhi,Supplement,Creatine,2,690,1380,Debit Card,10,1242.0,Mahika Sandal
21f60bd5-9b30-4dea-a43b-dffd46151c46,2025-02-11,Pari Dutt,Pune,Maharashtra,Supplement,Multivitamins,4,759,3036,Debit Card,8,2793.12,Ayesha Ganguly
1eb6aab6-8a31-4fea-91ed-cf9f4d99bb23,2025-01-05,Armaan Madan,Ahmedabad,Maharashtra,Equipment,Dumbbells,4,4586,18344,Debit Card,10,16509.6,Ranbir Kashyap
d1eec441-9b7c-449b-96e8-1fc7c8574d7d,2025-01-19,Divij Krishna,Chennai,Gujarat,Equipment,Resistance Bands,3,18967,56901,Debit Card,8,52348.92,Lavanya Wason
ea42267f-3241-4c30-bfd6-992b48516b2e,2025-01-09,Ivana Bala,Bangalore,Maharashtra,Equipment,Rowing Machine,3,17697,53091,Credit Card,13,46189.17,Sana Zachariah
59ece530-d620-4296-9641-8a96e46a206b,2025-01-16,Vivaan Sharma,Bangalore,Telangana,Supplement,Fat Burner,2,3823,7646,UPI,8,7034.32,Aarav Jani
a9038b2f-b58c-4c47-9884-7b2187181695,2025-02-07,Arhaan Som,Ahmedabad,Maharashtra,Supplement,Multivitamins,4,4255,17020,Net Banking,5,16169.0,Lakshay Tripathi
eca36847-8686-4a56-b58f-e20d8234db6f,2025-01-30,Raunak Shah,Mumbai,Telangana,Supplement,Whey Protein,4,1269,5076,Credit Card,5,4822.2,Keya Kamdar
eace91ae-3a7f-44f3-80c1-40214f29873b,2025-02-22,Vidur Cheema,Delhi,Karnataka,Supplement,Fish Oil,4,3420,13680,Cash,14,11764.8,Pari Bhatt
5ff1d2f4-c1a9-4830-9973-e58f2b12af8b,2025-03-14,Saksham Ahluwalia,Hyderabad,Tamil Nadu,Equipment,Exercise Bike,4,7440,29760,Debit Card,12,26188.8,Prerak Bali
5c1a4e7f-b38a-4003-9433-fccb19c6197e,2025-02-19,Raghav Choudhry,Hyderabad,Maharashtra,Equipment,Resistance Bands,4,605,2420,Cash,9,2202.2,Tushar Seth
17d2d3f8-454f-4a0f-9526-cbedbd4aa92d,2025-02-14,Anaya Zachariah,Delhi,Maharashtra,Equipment,Dumbbells,1,18304,18304,Cash,3,17754.88,Nakul Solanki
e1b7c071-cd49-4c56-a0d4-558b012059fe,2025-02-16,Indrajit Bose,Delhi,Maharashtra,Supplement,Fat Burner,4,3066,12264,UPI,8,11282.88,Hunar Brahmbhatt
85731f31-b5c5-416c-811c-dd1d54c571e1,2025-01-29,Baiju Gill,Mumbai,Maharashtra,Equipment,Bench Press,4,11457,45828,Net Banking,12,40328.64,Tiya Kar
4edcf825-2b93-4935-9525-bb5c53a00feb,2025-01-08,Tiya Swaminathan,Ahmedabad,Delhi,Supplement,Fat Burner,3,513,1539,Credit Card,10,1385.1,Ishaan Sule
08e42f56-c1a8-4a52-b336-7d551edcf0ae,2025-02-07,Yakshit Mall,Mumbai,Maharashtra,Equipment,Bench Press,4,5194,20776,UPI,14,17867.36,Saira Sarkar
921c85f0-209d-4c2a-b831-fdad17d48914,2025-02-19,Zara Atwal,Pune,West Bengal,Equipment,Resistance Bands,2,9518,19036,Debit Card,1,18845.64,Madhup Kaur
0934d6cc-a4c6-4584-b62e-dd81895e818b,2025-03-08,Adira Chaudhari,Chennai,West Bengal,Equipment,Rowing Machine,4,1999,7996,UPI,12,7036.48,Elakshi Acharya
43332277-ecab-4964-8497-eb2f449124b9,2025-02-21,Vihaan Kulkarni,Chennai,Karnataka,Supplement,BCAA,1,3207,3207,Cash,1,3174.93,Ehsaan Baral
20221d2e-4d79-4f51-97ff-00e6310130d3,2025-01-24,Anika Dugar,Chennai,Maharashtra,Equipment,Rowing Machine,1,5308,5308,Credit Card,9,4830.28,Oorja Ganesh
7e3e6811-12df-4c9e-829e-ceae3d6e3773,2025-02-04,Yuvraj  Saran,Hyderabad,Karnataka,Supplement,Creatine,4,2716,10864,Cash,2,10646.72,Ira Bala
bc000e35-9b52-4fc6-b867-7aa06ee0e0bf,2025-03-11,Shalv Tank,Kolkata,Gujarat,Equipment,Treadmill,2,19555,39110,UPI,1,38718.9,Vaibhav Srivastava
e97d3744-abbb-4ab2-a136-db3f3de5335e,2025-02-05,Rati Kohli,Hyderabad,Maharashtra,Supplement,Fat Burner,3,4404,13212,Cash,11,11758.68,Mehul Shankar
3dc1fe0d-08c3-4ab4-a309-c9bb8d88f2fd,2025-01-29,Rania Rama,Chennai,Maharashtra,Supplement,Whey Protein,2,3651,7302,Cash,14,6279.72,Manjari Srivastava
4aff15c5-5383-4e77-9e33-7cc8cd34a13a,2025-01-02,Vedika Buch,Ahmedabad,Maharashtra,Equipment,Bench Press,3,566,1698,Net Banking,3,1647.06,Aradhya Sagar
28ae91e9-146a-4631-b6c4-38d330da10e6,2025-03-02,Kashvi Kakar,Pune,Maharashtra,Equipment,Kettlebell,3,9361,28083,Net Banking,0,28083.0,Shray Gole
b06fb006-4c54-4538-a2ef-2e50e668e98e,2025-03-03,Sahil Dhar,Hyderabad,Karnataka,Equipment,Dumbbells,4,4907,19628,Debit Card,0,19628.0,Purab Verma
3d86cb71-e98b-48ac-9288-f4e0662af1fd,2025-03-09,Vedika Sachdeva,Delhi,Karnataka,Supplement,Creatine,1,3014,3014,Debit Card,11,2682.46,Kabir Yadav
3266c829-34b5-470f-8a34-ca5325c7903a,2025-01-20,Pari Raju,Hyderabad,Maharashtra,Equipment,Kettlebell,1,4716,4716,Debit Card,2,4621.68,Aaryahi Hegde
49fa4cf3-9d3d-459e-8bbb-38ccc7073c95,2025-02-09,Anvi Sahota,Mumbai,Maharashtra,Supplement,Pre-Workout,1,4560,4560,Debit Card,13,3967.2,Divit Dey
d1006e0a-b113-4500-b195-d1bf127b2087,2025-03-03,Prerak Iyer,Kolkata,Maharashtra,Equipment,Rowing Machine,2,3683,7366,UPI,9,6703.06,Trisha Bhatnagar
3d82b7eb-98fe-4120-b139-cff4458aecc2,2025-02-08,Baiju Batra,Pune,Tamil Nadu,Supplement,Multivitamins,2,1427,2854,Debit Card,2,2796.92,Krish Chaudhuri
7fbe3ff4-0af0-4186-b65a-a5c784e0b856,2025-02-08,Vritika Sengupta,Chennai,West Bengal,Equipment,Exercise Bike,2,3614,7228,Net Banking,14,6216.08,Zoya Goswami
212fe4a9-9a8e-40c1-8450-26bc8d242d7b,2025-01-02,Yashvi Kata,Pune,Gujarat,Supplement,Fish Oil,1,1121,1121,Cash,8,1031.32,Madhup Behl
917675e3-d035-49d1-8787-f3aeeb65f230,2025-01-31,Hunar Kohli,Pune,Telangana,Equipment,Kettlebell,3,7559,22677,UPI,10,20409.3,Zoya Dugal
d07810e6-a4f5-446f-b630-19d44dcff90e,2025-01-11,Anaya Bhattacharyya,Pune,West Bengal,Equipment,Resistance Bands,2,798,1596,Cash,9,1452.3600000000001,Nirvi Dara
52ed53ab-1832-4ed2-8760-51f91fd1320b,2025-01-30,Tarini Lad,Mumbai,Gujarat,Supplement,Pre-Workout,1,2387,2387,UPI,1,2363.13,Anahi Chandra
79b25808-c603-4cb3-8852-923aa838459b,2025-02-26,Samar Deep,Pune,Telangana,Equipment,Treadmill,2,8522,17044,Cash,3,16532.68,Bhamini Kamdar
0e90e61b-0b63-44dd-a753-c13b25b60bae,2025-03-04,Ojas Mahajan,Ahmedabad,Maharashtra,Supplement,Fish Oil,1,1382,1382,UPI,1,1368.18,Fateh Chakraborty
514e777b-c3ee-413f-b8f1-03675e6dad08,2025-03-08,Zaina Batta,Pune,West Bengal,Equipment,Bench Press,1,16508,16508,UPI,1,16342.92,Dhanush Sule
be8ca716-14d6-4d57-a828-44084eb4a44c,2025-02-20,Aarna Dugal,Ahmedabad,Delhi,Equipment,Dumbbells,2,8331,16662,Debit Card,7,15495.66,Shalv Kapur
cc4252cd-fe62-4eb6-8ff7-be8f8a0fa5c5,2025-02-15,Saksham Keer,Bangalore,Karnataka,Equipment,Rowing Machine,3,1997,5991,UPI,9,5451.81,Nehmat Balan
80483543-f40e-461f-ad7b-568cda52c373,2025-02-03,Pranay Andra,Bangalore,West Bengal,Equipment,Resistance Bands,2,3816,7632,Debit Card,14,6563.52,Priyansh Varty
75b373dd-591f-4263-925f-791c20d2a800,2025-03-03,Aarush Babu,Delhi,Karnataka,Supplement,Creatine,3,4306,12918,UPI,3,12530.46,Romil Sule
7aa86cc0-4a8f-4105-b1d5-e7fbc7653781,2025-01-18,Ritvik Date,Delhi,Gujarat,Supplement,Fish Oil,4,645,2580,Net Banking,9,2347.8,Nirvi Sarin
4510fc6f-4820-4b9b-88cb-ee967b7d0e5d,2025-01-19,Akarsh Shankar,Delhi,Maharashtra,Equipment,Kettlebell,2,17362,34724,Net Banking,1,34376.76,Onkar Doctor
1681eada-63a6-42b3-957b-38124a149fae,2025-03-12,Tiya Tiwari,Hyderabad,West Bengal,Equipment,Exercise Bike,1,10525,10525,Net Banking,0,10525.0,Yuvraj  Kala
4b7ba79a-735a-4475-9e8a-14345a51ef22,2025-02-06,Riya Kunda,Delhi,West Bengal,Equipment,Treadmill,3,2502,7506,Credit Card,3,7280.82,Tejas Uppal
7c5baa44-e1dd-41b7-8be0-b6e3c1882c95,2025-01-18,Lakshit Dani,Chennai,Maharashtra,Equipment,Bench Press,3,8322,24966,Debit Card,0,24966.0,Ishaan Din
af6af424-9bb9-40f2-a834-f768c183040e,2025-01-21,Dhanush Bobal,Mumbai,Delhi,Supplement,Creatine,4,840,3360,Credit Card,2,3292.8,Anay Dutta
3c81176f-4340-43d5-b97e-c21c519dc7b1,2025-01-16,Riaan Mall,Delhi,Maharashtra,Equipment,Treadmill,2,15015,30030,Net Banking,4,28828.8,Gatik Yogi
20eecd7c-f3d3-4877-8f67-f1272457abd5,2025-02-19,Siya Gade,Delhi,Tamil Nadu,Equipment,Resistance Bands,2,2983,5966,Credit Card,1,5906.34,Aarush Saini
15c2229f-842f-4e58-8dea-164429bd61d4,2025-02-24,Damini Hans,Pune,Gujarat,Supplement,Fat Burner,4,4697,18788,Cash,4,18036.48,Rohan Koshy
6f3b3e34-fe83-4419-b3fc-aec119f45149,2025-01-26,Tanya Chandra,Pune,Maharashtra,Supplement,Fat Burner,3,4993,14979,UPI,0,14979.0,Zoya Rajagopalan
f97afa50-7d77-41fd-ac20-45531d0b91d2,2025-03-04,Dishani Devan,Hyderabad,Tamil Nadu,Equipment,Treadmill,2,2539,5078,Debit Card,1,5027.22,Neysa Sarkar
73d4fd1c-5626-4a64-b2ad-ff00319de167,2025-01-24,Shalv Khatri,Kolkata,Delhi,Supplement,Fat Burner,4,1682,6728,Debit Card,8,6189.76,Saksham Chhabra
ccc5681d-6e20-4ed1-9880-66e12582bf98,2025-02-03,Nirvi Chakrabarti,Chennai,Maharashtra,Supplement,Multivitamins,1,3553,3553,UPI,5,3375.35,Romil Ray
c303ab32-357b-4450-b54d-8a8a209c971e,2025-02-22,Darshit Kata,Pune,West Bengal,Supplement,Pre-Workout,1,4835,4835,UPI,2,4738.3,Uthkarsh Dani
de38bb41-92d8-44e5-b6df-4b5cc04d49fc,2025-02-21,Mamooty Dutta,Pune,Gujarat,Supplement,Multivitamins,4,3593,14372,UPI,9,13078.52,Aarush Cherian
7442f5c5-2a1d-4a4c-94bd-5e656395a28f,2025-03-16,Anahita Chhabra,Bangalore,West Bengal,Supplement,Pre-Workout,3,2386,7158,UPI,5,6800.1,Shanaya Som
a0df7feb-08e4-48c0-add3-4ef221e80622,2025-01-20,Bhavin Sridhar,Ahmedabad,Tamil Nadu,Equipment,Bench Press,1,12883,12883,Credit Card,10,11594.7,Raghav Konda
69565fec-1a18-4a20-9c5f-3cbb65c8dd97,2025-01-01,Indrans Butala,Delhi,Delhi,Equipment,Bench Press,1,4106,4106,Debit Card,12,3613.28,Manjari Dhar
5cdbfca3-b19e-4c6a-aeda-3c58695c63b8,2025-02-11,Jayesh Baral,Chennai,Karnataka,Equipment,Resistance Bands,1,3263,3263,UPI,1,3230.37,Advik Aurora
038ac97e-48ec-43fd-a020-65357bed5d90,2025-03-11,Samarth Baral,Bangalore,Delhi,Equipment,Exercise Bike,3,15631,46893,Debit Card,6,44079.42,Nitya Wason
1ee0cdb8-339b-4c61-930f-e6ea6e0869af,2025-01-24,Pihu Krish,Pune,West Bengal,Supplement,Pre-Workout,1,2256,2256,Debit Card,13,1962.72,Kaira Aggarwal
5c50661c-9531-4fc9-9f87-975b1a8474a9,2025-02-04,Kiaan Yogi,Pune,Telangana,Equipment,Dumbbells,1,18600,18600,Credit Card,11,16554.0,Vritika Kapadia
0445e103-1714-4926-8294-b7a6188ea0e1,2025-02-26,Azad Bains,Delhi,Delhi,Supplement,Whey Protein,2,2091,4182,UPI,11,3721.98,Baiju Loke
a8144afb-9059-408d-99d0-238ec229cbb5,2025-01-03,Nirvi Babu,Chennai,West Bengal,Equipment,Resistance Bands,2,5733,11466,Net Banking,5,10892.7,Nirvi Dara
e75734d8-3ac4-4afd-ba5c-c9aac6013c95,2025-01-01,Ranbir Vala,Bangalore,Tamil Nadu,Equipment,Exercise Bike,1,13884,13884,UPI,2,13606.32,Nayantara Tata
186b358a-a708-4fe6-85d9-a97233924cdc,2025-02-25,Anahita Rau,Hyderabad,West Bengal,Equipment,Treadmill,2,11183,22366,Credit Card,6,21024.04,Yashvi Goyal
35bcec37-dffd-403a-addf-01175086bcc2,2025-01-03,Rohan Vig,Ahmedabad,Gujarat,Supplement,Whey Protein,2,4007,8014,Debit Card,2,7853.72,Raghav Varty
4985e94b-72e7-456c-ac06-5b99fd51a919,2025-02-14,Madhav Kibe,Chennai,Maharashtra,Supplement,Pre-Workout,3,1891,5673,Net Banking,8,5219.16,Sumer Contractor
56ea25bb-e6bf-4553-b1ea-224f42dac476,2025-03-04,Azad Sem,Hyderabad,Karnataka,Supplement,BCAA,3,1056,3168,Net Banking,13,2756.16,Manikya Sha
6feec643-f38d-41d6-b2a2-371d32e021b8,2025-01-14,Ojas Kulkarni,Pune,Maharashtra,Supplement,BCAA,3,1449,4347,Net Banking,13,3781.89,Dishani De
d2a34fc7-319b-400a-a597-029ba1d23f6e,2025-02-22,Yasmin Sarma,Mumbai,Maharashtra,Supplement,Creatine,3,4833,14499,Debit Card,12,12759.12,Nitya Talwar
a2d820a6-cd0c-4d80-aff7-b583aa2896b3,2025-03-19,Yuvraj  Lall,Pune,West Bengal,Equipment,Resistance Bands,3,16648,49944,Cash,11,44450.16,Aarush Salvi
69d1109e-e267-492a-9754-8c61ea7da831,2025-03-15,Veer Mani,Kolkata,Gujarat,Supplement,BCAA,3,3061,9183,Cash,4,8815.68,Dhruv Sarna
9b11926d-88fa-4a4a-9abe-b6d14156e924,2025-01-03,Vedika Ahluwalia,Chennai,Delhi,Supplement,Fat Burner,3,3140,9420,UPI,8,8666.4,Aarush Raj
08221cc3-0f0d-492b-8271-0a498da9b0a5,2025-02-24,Alia Sinha,Chennai,Gujarat,Equipment,Rowing Machine,3,6589,19767,UPI,9,17987.97,Anahita Dora
5e8f047e-0730-41af-80ab-58970b0f5e31,2025-01-16,Himmat Dhawan,Mumbai,Tamil Nadu,Equipment,Treadmill,1,6587,6587,Net Banking,7,6125.91,Purab Ganguly
84846b22-7c99-49e6-8309-34e340e7233b,2025-01-04,Keya Thaman,Bangalore,Gujarat,Supplement,BCAA,3,1555,4665,Net Banking,13,4058.55,Kismat Ramakrishnan
aa5e4af4-240d-468c-ba10-65be13e64425,2025-01-26,Advik Arora,Delhi,Gujarat,Supplement,Creatine,2,4177,8354,UPI,11,7435.0599999999995,Samiha Dara
5e3770eb-f719-47ba-a3a3-006bad1a377e,2025-01-23,Divij Trivedi,Mumbai,Tamil Nadu,Equipment,Treadmill,4,10249,40996,Debit Card,12,36076.48,Pihu Dhaliwal
3f283235-74d5-4aab-8151-d7bf4d8e88c0,2025-02-12,Jhanvi Keer,Chennai,West Bengal,Equipment,Resistance Bands,1,12320,12320,Debit Card,2,12073.6,Aaina Rana
a8c45eb1-e10d-4ebf-b5df-8c31a76bc7c6,2025-01-21,Anvi Krish,Kolkata,Telangana,Supplement,Creatine,2,2877,5754,UPI,0,5754.0,Armaan Vora
2ed23357-49d5-4e13-8d83-930bce6a9235,2025-03-17,Mahika Ramesh,Mumbai,Maharashtra,Equipment,Kettlebell,2,16427,32854,Cash,13,28582.98,Stuvan Samra
360e3b7b-a203-4f80-ab32-5157109de1b8,2025-03-09,Bhavin Singh,Chennai,Maharashtra,Supplement,BCAA,1,2722,2722,UPI,1,2694.78,Bhavin Balakrishnan
9c6af857-23b3-4dbf-86cd-107fa9e52993,2025-03-06,Tejas Krishna,Hyderabad,Delhi,Supplement,Multivitamins,4,593,2372,UPI,6,2229.68,Aniruddh Bal
d88991e1-0158-498a-927e-0c10032a2196,2025-01-30,Alia Chauhan,Mumbai,Tamil Nadu,Equipment,Rowing Machine,1,1791,1791,Debit Card,3,1737.27,Nishith Badal
a2f21fc5-ff9e-49df-9126-6a6944e638a1,2025-02-12,Taran Tiwari,Kolkata,Tamil Nadu,Supplement,Multivitamins,3,2512,7536,Cash,3,7309.92,Kanav Khalsa
9d7f1c4a-69ea-45be-ac04-74bd5894875f,2025-03-17,Akarsh Jain,Delhi,Gujarat,Equipment,Resistance Bands,2,7767,15534,Debit Card,4,14912.64,Lagan Upadhyay
6b0cfc3a-df05-4c68-871a-3278bb006b4a,2025-02-11,Ivan Bhatt,Kolkata,Telangana,Equipment,Bench Press,2,18467,36934,Cash,8,33979.28,Adah Chaudry
479153fa-eecd-473b-8230-e75a68f76606,2025-02-27,Prisha Karnik,Delhi,Delhi,Supplement,Whey Protein,1,4047,4047,UPI,14,3480.42,Rati Sami
b0d950af-6d0c-492a-8b96-87ff0dfff0e5,2025-01-12,Onkar Bhakta,Chennai,Delhi,Supplement,Multivitamins,3,2021,6063,Net Banking,0,6063.0,Shray Tata
355ec680-4860-4969-8721-efa8b333a03a,2025-02-18,Ivana Deep,Bangalore,Maharashtra,Supplement,Fish Oil,3,1536,4608,UPI,6,4331.52,Kashvi Johal
50a7ed47-2dd1-497d-b7e2-3c50482fe699,2025-02-22,Kabir Sagar,Hyderabad,Delhi,Equipment,Kettlebell,3,12666,37998,Cash,10,34198.2,Anaya Din
7c4065ec-f8c5-4736-a1cd-cbdb78180bb3,2025-01-27,Veer Buch,Kolkata,Maharashtra,Supplement,Whey Protein,4,1169,4676,UPI,14,4021.3599999999997,Advik Behl
03136e42-4685-4979-904a-89206c468403,2025-01-19,Divij Ramachandran,Chennai,Delhi,Supplement,Multivitamins,3,1884,5652,Debit Card,5,5369.4,Piya Arya
cead568c-495c-4932-afc0-272eb9a30327,2025-01-28,Alisha Gandhi,Delhi,Delhi,Equipment,Resistance Bands,2,16740,33480,Net Banking,1,33145.2,Vihaan Gopal
79972cd4-b8c5-4cf7-988a-9177b2b6a5fd,2025-02-12,Lagan Deshmukh,Ahmedabad,Karnataka,Equipment,Dumbbells,4,13024,52096,Cash,8,47928.32,Jivin Walla
31d6fc5e-ea67-43ff-bc68-f1ee0bb1c1b5,2025-03-20,Lakshit Tripathi,Delhi,Maharashtra,Supplement,Whey Protein,4,1809,7236,Cash,0,7236.0,Dishani Dixit
fa644113-2367-46d6-8b9e-a406bc8a14e1,2025-02-16,Vivaan Jani,Mumbai,Tamil Nadu,Supplement,Pre-Workout,4,3651,14604,UPI,3,14165.88,Mamooty Sandal
1c4bb50f-8fa6-47ee-81ce-9505fb287d5e,2025-01-06,Miraan Raju,Mumbai,Karnataka,Equipment,Kettlebell,1,5616,5616,Net Banking,1,5559.84,Anvi Vig
6b248150-1f5d-40a6-b921-25c42cfcb9de,2025-02-27,Pihu Bajaj,Pune,West Bengal,Supplement,BCAA,1,805,805,Cash,10,724.5,Hansh Gade
99886d81-8fa5-4dd5-b29b-2b1bb556135b,2025-02-07,Kimaya Sarkar,Delhi,Telangana,Supplement,Pre-Workout,1,3474,3474,Debit Card,6,3265.56,Urvi Kalla
e522db57-85a2-49a6-bbac-a3f9334cc609,2025-03-07,Faiyaz Rajan,Bangalore,Gujarat,Equipment,Dumbbells,4,16910,67640,UPI,4,64934.4,Rasha Sandal
254739e6-19d8-4376-86b9-a5639043f467,2025-01-18,Kashvi Jani,Ahmedabad,Gujarat,Supplement,BCAA,1,3397,3397,Cash,3,3295.09,Trisha Dada
78d3ef23-434a-4c46-a11d-9b87c99b7767,2025-02-24,Pihu Sarna,Mumbai,Delhi,Supplement,BCAA,2,1636,3272,Credit Card,8,3010.24,Divit Sathe
bbf6d1cb-a645-44e4-81e7-2726b3de4de4,2025-01-10,Ojas Balasubramanian,Bangalore,Tamil Nadu,Supplement,Fish Oil,1,2743,2743,UPI,11,2441.27,Lakshit Sundaram
ab0572a1-2ab6-4652-92b4-9a527f16f9c3,2025-01-01,Aradhya Ray,Mumbai,Tamil Nadu,Supplement,Fish Oil,4,1684,6736,Cash,12,5927.68,Kiara Mangat
e92ab566-5c66-4ab4-9496-423d92891f54,2025-01-01,Advika Sinha,Mumbai,West Bengal,Supplement,Fat Burner,1,2340,2340,Credit Card,5,2223.0,Shanaya Bhalla
1e352cdc-9f44-4446-af76-3d153f2a0984,2025-01-17,Nehmat Kant,Mumbai,Maharashtra,Equipment,Exercise Bike,3,19854,59562,Credit Card,9,54201.42,Aradhya Badal
8530f825-d0d8-4f9d-8d28-b00a0f80aacd,2025-01-22,Alia Raju,Chennai,Maharashtra,Supplement,Creatine,3,3500,10500,UPI,4,10080.0,Abram Samra
7fcbf11e-c19a-4e25-b40c-410ba2493236,2025-01-25,Vedika Dyal,Kolkata,West Bengal,Supplement,Pre-Workout,1,3634,3634,Net Banking,4,3488.64,Anahita Arya
14c7388b-9a56-4f91-9e73-460be89bbe20,2025-03-09,Emir Dhillon,Ahmedabad,Tamil Nadu,Equipment,Bench Press,3,17625,52875,Debit Card,6,49702.5,Prerak Zachariah
5384418a-0d41-4246-b43e-1252d7015d41,2025-02-23,Trisha Sachdeva,Hyderabad,Karnataka,Supplement,Fat Burner,1,4965,4965,Credit Card,3,4816.05,Ishaan Varty
b8ef3c5e-f6a0-4d00-9f99-a40622b5cb8e,2025-01-08,Yuvraj  Lad,Kolkata,West Bengal,Supplement,Pre-Workout,3,2077,6231,Cash,12,5483.28,Seher Arya
39b01424-ee8c-4bc4-a3eb-db37402b0941,2025-02-23,Raghav Loke,Chennai,Maharashtra,Equipment,Resistance Bands,1,18733,18733,Debit Card,11,16672.37,Heer Talwar
e827c36e-d981-403f-99b6-672e9baa2a83,2025-02-23,Shray Kala,Kolkata,Gujarat,Supplement,Pre-Workout,1,3017,3017,Net Banking,6,2835.98,Onkar Agrawal
3e69c3b3-b26d-4949-82b1-eaf4410fac44,2025-01-09,Zain Sama,Hyderabad,Delhi,Equipment,Exercise Bike,2,7173,14346,Debit Card,12,12624.48,Ryan Gopal
98d17198-cce0-43a2-97df-1ffb69b2a542,2025-01-30,Ela Dugal,Mumbai,Delhi,Equipment,Kettlebell,3,4677,14031,UPI,5,13329.45,Aarna Shah
141cd50d-d964-48dd-adf8-9879b8ae0a12,2025-02-26,Inaaya  Sawhney,Bangalore,Karnataka,Equipment,Rowing Machine,2,10038,20076,Credit Card,2,19674.48,Ayesha Buch
030d0cf9-f57d-427e-af83-5aff60477c9b,2025-02-22,Yuvraj  Acharya,Hyderabad,Maharashtra,Equipment,Rowing Machine,2,6416,12832,Credit Card,12,11292.16,Ishaan Chandra
ac2343af-1bff-439f-a3e2-213a69723776,2025-01-15,Myra Mand,Chennai,Maharashtra,Supplement,Creatine,2,1100,2200,Debit Card,5,2090.0,Jhanvi Mani
c8b9c1a8-2988-4333-a5a5-0bfc51c9d9b5,2025-02-05,Baiju Virk,Delhi,Tamil Nadu,Supplement,Pre-Workout,3,4990,14970,UPI,7,13922.1,Nirvi Dhawan
76d82678-2918-46c0-9c7a-b428dffaf365,2025-01-09,Akarsh Chaudry,Hyderabad,West Bengal,Equipment,Dumbbells,4,11205,44820,Cash,12,39441.6,Rhea Chaudhari
0d5d0318-e5a1-41fe-9a94-15cd6a5f0898,2025-01-30,Kimaya Rastogi,Pune,Tamil Nadu,Supplement,Multivitamins,4,1872,7488,Net Banking,6,7038.72,Ehsaan Lal
fa2723b4-dfe8-4c62-bf03-e9560c352d9d,2025-01-08,Arnav De,Hyderabad,Maharashtra,Supplement,Whey Protein,2,3133,6266,Cash,5,5952.7,Zoya Krishnamurthy
e0f4762f-2893-41b1-8a88-0898a3845fb5,2025-01-02,Umang Gill,Delhi,Telangana,Supplement,Whey Protein,1,513,513,Debit Card,5,487.35,Shanaya Varughese
e0c5410e-e2dc-48d6-8395-7b6a49ad43c8,2025-02-28,Jhanvi Sarma,Ahmedabad,Karnataka,Supplement,BCAA,4,2429,9716,UPI,11,8647.24,Kiaan Date
2d41a9ab-6390-421c-8bc5-cd45356626e3,2025-02-10,Anay Shankar,Ahmedabad,West Bengal,Supplement,Pre-Workout,1,1305,1305,Credit Card,14,1122.3,Miraan Badami
dd615f63-143a-49c5-b997-971fc52b7b87,2025-02-20,Dharmajan Sant,Delhi,Telangana,Supplement,Creatine,4,2424,9696,Cash,2,9502.08,Dhanush Vasa
539925f0-32c4-4803-aa34-23f66ad385fb,2025-03-08,Khushi Kulkarni,Kolkata,Karnataka,Supplement,Pre-Workout,4,2683,10732,UPI,13,9336.84,Aaryahi Sehgal
38027768-85db-48f7-9969-3ce250e58b10,2025-02-27,Taran Barman,Delhi,Maharashtra,Equipment,Resistance Bands,4,8982,35928,Credit Card,8,33053.76,Anika Shukla
cc5c21f6-870a-4bfc-a601-8647322376ce,2025-01-15,Anahita Madan,Delhi,Gujarat,Equipment,Bench Press,2,17521,35042,UPI,3,33990.74,Dhanush Kannan
d22b47e8-0838-43fc-9169-b3ccefb02c04,2025-01-26,Rati Bhavsar,Chennai,Maharashtra,Equipment,Exercise Bike,3,5420,16260,Debit Card,12,14308.8,Trisha Khatri
63010b37-f352-4ade-9038-67b2f2796061,2025-01-04,Alia Chander,Mumbai,Maharashtra,Equipment,Bench Press,2,15129,30258,Cash,13,26324.46,Khushi Soman
97f0e279-a352-49a2-8253-311b3542fdc2,2025-03-20,Anaya Jayaraman,Delhi,West Bengal,Supplement,Whey Protein,3,4251,12753,Net Banking,6,11987.82,Mahika Subramaniam
8bee15cc-8abf-46ac-aaa1-3c23104037b1,2025-01-31,Vritika Salvi,Pune,Maharashtra,Equipment,Exercise Bike,4,15259,61036,Net Banking,3,59204.92,Kiaan Wason
eb7bf3c9-b966-489f-9720-37a273dc18b9,2025-02-08,Amani Dayal,Pune,Tamil Nadu,Supplement,Multivitamins,4,843,3372,Debit Card,6,3169.68,Abram Chopra
60d0c961-ac6c-4ebe-b549-7c0d20e0c4fb,2025-02-13,Manjari Tara,Kolkata,Karnataka,Supplement,Whey Protein,2,3763,7526,Cash,5,7149.7,Mishti Barman
c5a9bd85-0628-4bb4-a272-d3dfdb0259d2,2025-03-15,Arnav Kothari,Chennai,Maharashtra,Equipment,Dumbbells,1,12571,12571,UPI,13,10936.77,Armaan Sood
